molecule,smiles,qed,sas,logp,tpsa,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x773f291aace0>,Cc1csc(CN(C)C(=O)c2ccc(S(C)(=O)=O)cc2)n1,0.8638476279910531,2.107454956464558,2.1272200000000003,67.34,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291aad50>,CC(CNC(=O)CNc1ccc2c(c1)OCO2)NS(C)(=O)=O,0.6440085599308814,2.8085865794302,-0.11889999999999884,105.75999999999999,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291aadc0>,Cc1c(CNC(=O)c2ccc3[nH]ncc3c2)cnn1-c1ccncc1,0.6004067333514255,2.4055875902335426,2.3820200000000007,88.49,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291aae30>,CC(=O)Nc1cccc(C(=O)N(C(C)C)C(C)c2ccccc2)c1,0.8932705001704883,2.4072533574268604,4.256800000000004,49.410000000000004,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291aaea0>,CC(C)C(C)(C#N)NS(=O)(=O)c1ccc(Cl)c(Cl)c1,0.9255179354913755,2.803111512089089,3.2099800000000016,69.96000000000001,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291aaf10>,COc1ccc(C(NC(=O)C(OC)c2ccccc2)c2nccn2C)cc1,0.6989623455458639,2.8778211257155952,3.022000000000001,65.38,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291aaf80>,Cc1cc(NC(=O)c2nn(C)c(=O)c3ccccc23)n(C)n1,0.7709859936973198,2.203338741802142,1.22772,81.81,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291aaff0>,CCCCN(C)C(=O)CNC(=O)N1CCc2cc(F)ccc2C1,0.903327117235862,2.255266455666142,2.1519000000000004,52.650000000000006,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab060>,Cc1cc(C)cc(-n2nc(C)cc2NC(=O)N2CC=CC2)c1,0.8651969679262085,2.598425342298418,3.2012600000000013,50.160000000000004,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab0d0>,CC(C)CN1CCOC(c2nc(-c3ccncc3)no2)C1,0.8587455586132356,2.933250600557077,2.1609,64.28,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab140>,COC(=O)c1ccc(CCNC(=O)c2cn(C)nc2-c2ccco2)cc1,0.68800780769492,2.1775652482994197,2.4392000000000005,86.36,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab1b0>,Cc1cc(C)n(CC(=O)N2CCC(C(N)=O)CC2)c(=O)n1,0.8179708454141916,2.2475780333876347,-0.4159599999999988,98.29,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab220>,Cc1ccccc1C(O)c1ccc(Br)cc1,0.8838463824824577,2.1553592385753824,3.839220000000002,20.23,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab290>,COc1ccc2[nH]c(C(=O)Nc3ccc(OC)c(OC)c3)cc2c1,0.7531083922763737,1.8829502248044978,3.4460000000000015,72.58,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab300>,COCCN1CC(NS(=O)(=O)N2CCCCC2C)CC1=O,0.743938042842632,3.310865888240296,-0.057499999999998996,78.95,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab370>,COc1ccc(Br)cc1NCC(O)c1cccc(C)c1,0.8698079614258556,2.3656337014756303,3.911620000000002,41.489999999999995,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab3e0>,Cc1ccc(CCC(=O)NCCC(=O)N2CCC(C)CC2)cn1,0.8736515362972023,2.0865194179442472,2.08742,62.300000000000004,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab450>,COc1ccc(OC)c(-c2cc(CC#N)c(C#N)c(=O)[nH]2)c1,0.9295758070706968,2.5993909486117257,1.9968599999999999,98.89999999999998,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab4c0>,CCC1CCCN(C(=O)CCNC(=O)NCc2ccccc2)C1,0.8467321388957536,2.3616827040330524,2.5245000000000006,61.440000000000005,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab530>,COCc1cc(C(=O)N2CCC3CCCCC32)c2cccnc2n1,0.8695366796223357,3.205038057777683,3.180900000000002,55.32,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab5a0>,CC(C)(CNC(=O)CCC(=O)c1ccc(F)cc1)c1ccncc1,0.7936283731579645,2.13926012890391,3.2776000000000023,59.06,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab610>,Cc1csc(=O)n1CCC(=O)Nc1ccc(F)c(C(F)(F)F)c1,0.8612213181924412,2.306813718383262,3.4049200000000015,51.1,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab680>,CCc1nc(CCNC(=O)c2c[nH]nc2-c2ccccc2)cs1,0.7311481261046419,2.5738972930656825,3.068100000000001,70.67,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab6f0>,CCc1cc(N2Cc3cc(-c4ccccc4)nn3CC(C)C2)n2nccc2n1,0.5486879367414282,3.3908565818109153,3.8115000000000023,51.25,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab760>,C#CCN1C(=O)CN(Cc2ccccc2)CC1(O)C1CCOCC1,0.8405963266049719,3.432242898320749,1.0791999999999995,53.010000000000005,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab7d0>,Cc1cc(F)ccc1CCNC(=O)Cc1ccc(NC(N)=O)cc1,0.7606808784033187,1.9158224710393874,2.5261199999999997,84.22,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab840>,CC1(C(=O)NCCCn2cccn2)Cc2ccccc2C(=O)O1,0.6714347053968361,2.9126820047323534,1.5611999999999993,73.22,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab8b0>,CC1CCCCC1NC(=O)Cn1ccc(=O)c2sccc21,0.9476918766783038,3.2262568961978557,2.757900000000001,51.1,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab920>,CCCn1c(C)nnc1SCc1ccccc1C#N,0.7844979690586226,2.2190745845501585,3.1605000000000016,54.5,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291ab990>,CSc1cc(C(=O)NC(C)C)ccc1OC(C)C,0.8315837358988702,2.107583695222683,3.3339000000000025,38.33,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291aba00>,CC(C)CNC(=O)Cn1cnc2ccc(Cl)cc2c1=O,0.9350784431692704,2.0106097814054227,1.8220999999999994,63.99,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291aba70>,Cc1cccc(C)c1NC(=O)COc1nncc2ccccc12,0.8032471133336139,2.10416354919761,3.264140000000001,64.11,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291abae0>,CCCn1c(CN)c(S(=O)(=O)N(C)C(C)C)c2ccccc21,0.8879990635794601,2.583371075570067,2.538900000000001,68.33,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291abb50>,CC(OC(=O)c1ccc(F)cc1)C(=O)Nc1c(F)cccc1F,0.8786016763263248,2.2370692175195668,3.2879000000000014,55.400000000000006,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291abbc0>,CC(Cc1ccccc1F)NC(=O)C1CC(=O)N(C2CCCC2)C1,0.901101506312627,2.8814604236471073,2.6640000000000006,49.410000000000004,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291abc30>,CCc1ccccc1OCC(=O)N(c1ccccc1)C1CC1,0.810449470239826,1.9363892912526897,3.823400000000003,29.54,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291abca0>,CCOC(=O)c1cnn(C(C)C(=O)Nc2ccc(F)cc2)c1N,0.8207083904543173,2.571629657080006,1.9807999999999997,99.24,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291abd10>,COc1ccccc1NC(C#N)CC(O)c1ccccc1,0.8540197570495011,2.868751511582472,3.122980000000001,65.28,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291abd80>,COC(=O)Cc1csc(-c2csc(COc3ccccc3)n2)n1,0.638746430695928,2.2246869601150507,3.5611000000000024,61.31,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291abdf0>,Cc1noc(C)c1CC(=O)NCCNC(=O)c1cccs1,0.791003135870087,2.2058219776681547,1.4416399999999998,84.22999999999999,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291abe60>,COCC(=O)N1CC(C)C(Oc2cccc(C)c2)C(C)(C)C1,0.8583562572707556,3.3517012483370596,2.893320000000001,38.769999999999996,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291abed0>,COc1ccc(CNC(=O)Nc2ncccc2OCCO)cc1,0.7237280490594348,1.9611558568899188,1.7829999999999997,92.71000000000001,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291abf40>,CCNC(=O)COc1ccc(NC(=O)c2nccnc2N)cc1,0.7260059079705429,2.0248401280034187,0.8259999999999994,119.23,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4040>,CC(NC(=O)Nc1cccc(C(N)=O)c1)c1ccc(Cl)cc1,0.8077958820697124,2.167727563036758,3.321600000000001,84.22,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d40b0>,CCC(=O)Oc1ccc(CC2CC(=O)Nc3nc(CC)nn32)cc1,0.6720278846298846,3.371386101153721,2.2819,86.11,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4120>,COc1cc(F)c(C(=O)N(C)Cc2ccncc2)cc1OC,0.8514653883537047,2.0034479473506916,2.5101000000000004,51.66,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4190>,Cc1noc(C2CCCN2C(=O)C(C)c2cccs2)n1,0.8721194804590613,3.3178966420073257,2.9067200000000017,59.230000000000004,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4200>,CCc1ccc(NC(=O)CN(C)C(=O)CSc2ccccc2)cc1,0.784335227329094,1.8354986410940892,3.438200000000002,49.410000000000004,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4270>,COC(=O)c1sc(NC(=O)COc2ccc(C)cc2Cl)nc1C,0.8340177762587064,2.0323463663804286,3.2174400000000016,77.52,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d42e0>,CSc1ccc(Br)c(C(=O)NC2CCC(O)CC2)c1,0.8282084376702913,2.240670133655142,3.2043000000000017,49.33,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4350>,CCC(=O)NCCc1nnc(-c2ccc(C)c(C)c2)n1N,0.812674506047326,2.307255291519702,1.34444,85.83,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d43c0>,CCC1CCCCN1S(=O)(=O)c1ccc(C(C)=O)cc1,0.8026015717645952,2.346100824352755,2.8424000000000014,54.45,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4430>,Cc1nccn1-c1ccc(CNc2ncnc3[nH]ccc23)o1,0.6041873199365428,2.902908209257763,2.65712,84.56,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d44a0>,CCC(CC)N(CCO)C(=O)c1ccc(Cl)cc1O,0.8446374274525479,2.332903242167051,2.6687000000000016,60.769999999999996,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4510>,C=CCC1(CNC(=O)NCc2c[nH]nc2-c2ccc(C)o2)CC1,0.6865774256651344,3.2384363410211723,3.1336200000000014,82.95,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4580>,CCN(CC)C(=O)c1cnc(-c2ccccc2)nc1N,0.9241264002226206,2.0421064547320977,2.2077999999999998,72.11,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d45f0>,Cc1cccc(NC(=O)CCS(=O)(=O)c2nnc(C)n2C2CC2)c1,0.8618876558320596,2.4383782585354723,2.0323399999999996,93.94999999999999,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4660>,CCCc1cc(C(=O)NC(C(N)=O)C(C)(C)C)[nH]n1,0.7404157046542508,3.120587091366952,0.9919999999999995,100.86999999999999,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d46d0>,CCCCC(C)NC(=O)NCCOCCC(C)C,0.591926066653222,2.550445655467003,2.9270000000000014,50.36,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4740>,COc1ccc(F)cc1-c1csc(NC(C)c2ccncc2)n1,0.7471100750400745,2.6483274592778088,4.525900000000004,47.04,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d47b0>,CC(C)c1cc(C(=O)N2CCN(CC(F)(F)F)CC2)no1,0.8580950442886027,2.476097871444315,2.1181,49.580000000000005,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4820>,Cc1ccc(NC(=O)Nc2sccc2C(=O)C(C)C)cn1,0.840508350330813,2.372356087275671,3.9342200000000016,71.09,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4890>,CC(C(=O)N(C)CCCc1ccncc1)N(C)S(C)(=O)=O,0.7447137736991386,2.95782059245043,0.7525000000000002,70.58000000000001,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4900>,COC(=O)NCC(=O)Nc1ccccc1OC(F)(F)F,0.888008354019445,1.9682209235965669,1.8797,76.66,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4970>,Cc1ccc2ncc(C(=O)Nc3cnc4c(c3)c(C)nn4C)n2c1,0.6153864098847552,2.5241269216370767,2.4851399999999995,77.11000000000001,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d49e0>,CCC(=O)N1CCc2c(nc(-c3ccc(F)c(F)c3)nc2N(C)C)C1,0.8575036974464695,2.5179368549057397,2.7825000000000006,49.330000000000005,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4a50>,COc1ccc(NC(=O)CCc2nnc(-c3ccc(C)cc3)o2)cc1,0.7431013755409184,1.8391685438689507,3.624920000000002,77.25,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4ac0>,CC(CC(O)c1ccccc1)NC(=O)N(C)Cc1cc(C#N)ccc1F,0.8341937709362577,3.0655512267678073,3.3509800000000016,76.36,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4b30>,COc1ccc(C(=O)NCc2csc(C)n2)cc1,0.9200933898174527,1.7423783219195172,2.3901200000000005,51.22,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4ba0>,Cc1ccc(S(=O)(=O)CCC(=O)N2Cc3cncnc3C2)cc1,0.8478211262825727,2.422525098417621,1.4912200000000002,80.23,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4c10>,COC(=O)CCC(=O)Nc1ccccc1Br,0.8642676322067278,1.6750865872364447,2.3408000000000007,55.400000000000006,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4c80>,CCC(Oc1ccccc1Cl)C(=O)Nc1nn(C)c(=O)[nH]1,0.8767537964509785,3.0822230839244735,1.5578999999999998,89.00999999999999,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4cf0>,CC1CCCC(NC(=O)COc2ccc(-n3cnnn3)cc2)C1,0.9085204437148146,2.8993278707831482,1.7359999999999995,81.92999999999999,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4d60>,COc1ncccc1-c1c(CO)nnn1CCc1ccccc1,0.7544335369162765,2.4319659497821,2.0837,73.06,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4dd0>,CCC(C)NC(=O)NC(C)c1nc2ccccc2[nH]1,0.790715121482318,2.804885920306168,2.7216000000000005,69.81,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4e40>,COc1ccccc1SCCCC(=O)Nc1ncc(C)s1,0.6188211712252751,2.1844082358167842,3.9711200000000026,51.22,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4eb0>,CN(C)C(=O)C1CC(OC(=O)CCc2ccc(F)cc2)CN1C,0.7703546548300224,3.056619752036224,1.4623999999999995,49.85,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4f20>,Cc1ccc(F)cc1C(=O)N1CCN(Cc2ccccn2)CC1,0.8733580708101273,1.8927789338129948,2.487120000000001,36.440000000000005,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d4f90>,C#CCN(C1CCC(O)CC1)S(=O)(=O)c1ccccc1F,0.8620402607202935,2.5581237265329655,1.7530999999999999,57.61,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5000>,CCc1ccccc1NC(=O)COc1ncnc2sccc12,0.7849415728129334,2.171269751417526,3.271200000000001,64.11,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5070>,CCCN(CC(=O)OC)S(=O)(=O)N(C)CCC#N,0.5806433061777824,2.673619681311063,-0.03831999999999969,90.71000000000001,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d50e0>,CC(CNC(=O)c1ccccn1)CNS(=O)(=O)c1cccnc1,0.7805585736822303,2.671588642709761,0.8209999999999995,101.05,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5150>,CCCc1nnc(NC(=O)NCc2nnc(-c3ccco3)o2)s1,0.7102396952401715,2.5526093481747516,2.4553000000000003,118.97,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d51c0>,COc1cnc(OC)c(-n2c(C)cc(C)c2C)n1,0.8340097163611567,2.7351768074675817,2.20976,49.17,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5230>,COc1ccc(SCc2cccc(C(N)=O)c2)cc1,0.851676158361964,1.7115515076270817,3.0864000000000003,52.32,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d52a0>,CCOc1cccc2c1C(c1n[nH]c(=O)n1C)NCC2,0.865790647584967,3.284556518132658,0.7421999999999996,71.94,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5310>,CCN(CC)C(=O)N1CCN(c2cccc(O)c2)C(=O)C1(C)C,0.9294237420652668,2.6901645868696153,2.2812,64.09,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5380>,CCCCC(C#N)NC(=O)C1(C)CCCC1(C)C,0.8126714329229199,3.697708317142216,3.4013800000000023,52.89,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d53f0>,Cc1ccc(N2CCc3onc(C)c3C2)c(F)c1F,0.7920907345940356,2.760642847733516,3.132340000000002,29.270000000000003,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5460>,CCCCOC(=O)c1ccc(NC(=O)c2cc(Cl)c[nH]2)s1,0.6236027719098662,2.5145442723226523,3.9388000000000023,71.19,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d54d0>,CN(C)C(=O)c1ccccc1NC(=O)CCCc1ccccn1,0.8919991754058426,1.8894971694235387,2.7448000000000015,62.300000000000004,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5540>,COCC(=O)N1CCC2(c3nc(C)nc(NCCC(C)O)n3)CC2C1,0.7390780632106639,3.996184850542832,0.4992200000000005,100.47,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d55b0>,CCn1nc(C)cc1C(=O)Nc1nc2ccccc2s1,0.8046124887060403,2.0896332042983197,3.0734200000000014,59.81,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5620>,CCCOC1CCCN(C(=O)Nc2ccccc2Cl)C1,0.9188693180482417,2.4234059108452097,3.762900000000003,41.57,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5690>,CC(C)(C)c1nc(CN2CCN(C(=O)Cn3cccn3)CC2)cs1,0.8486157375975858,2.497124885437982,1.9814999999999994,54.260000000000005,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5700>,CN(C(=O)Nc1cccnc1-n1ccnc1)c1ccccc1,0.8072434998788139,2.307753886032911,2.935600000000001,63.050000000000004,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5770>,COC1CCCC1OC(=O)Cc1coc2cc3c(cc12)CCC3,0.8094854200925681,3.3259134046522645,3.5747000000000027,48.67,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d57e0>,CC(C)C(=O)N(Cc1ccco1)Cc1c[nH]c2ccccc12,0.77480376487177,2.210356324219724,3.945700000000003,49.24,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5850>,CN(C)S(=O)(=O)Nc1cc(Cl)ccc1N1CCCCC1,0.9282119368785956,2.124115515671157,2.5486000000000004,52.650000000000006,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d58c0>,COc1ccc(-n2nnc(C(=O)N(C)C3CCCC3)c2N)cc1,0.9305640787571793,2.31870663687916,1.8726999999999994,86.27,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5930>,Cn1nc(C(=O)N=c2[nH]c3ccccc3[nH]2)c(=O)n(C)c1=O,0.6007512878533463,2.97877556399634,-0.9705000000000001,117.89999999999998,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d59a0>,CCCn1c(C)nnc1SCc1nc2ccccc2s1,0.6705713230447925,2.261139137566504,3.898520000000003,43.6,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5a10>,Cc1nc(-c2cccnc2)sc1C(=O)NC1CC1,0.9205337632074598,2.0857602223720058,2.4057200000000005,54.88,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5a80>,COc1ccc(SC(C)C(=O)Nc2ccc(C)cc2)cc1,0.8441492235653005,2.0537646835288417,4.122920000000002,38.33,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5af0>,CC(C)CC(=O)Nc1ccc(C(=O)OCC(N)=O)cc1,0.7663589903695087,1.781426051801695,1.3132999999999997,98.49000000000001,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5b60>,CC(O)CCN(C)C(=O)CN(C)c1nc2ccccc2o1,0.8729968073715836,3.0375620759669113,1.4932999999999994,69.81,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5bd0>,COc1ccc(CN(C)C(=O)Nc2ccc(SC)cc2)cc1,0.8451117441953017,1.8102464341098319,4.081000000000003,41.57000000000001,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5c40>,CC(c1nc(-c2ccccc2)no1)N1CCN(C(=O)N(C)C)CC1,0.8625932885910216,2.673254879434264,2.0968,65.71000000000001,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5d20>,CCc1cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)cs1,0.9087025745197248,2.4737560751117176,2.5456400000000006,61.96,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5cb0>,Cc1nc(CSc2nc3ccccc3n2CCO)c(C)s1,0.7324223144227204,2.4517336204321687,3.3942400000000017,50.94,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5d90>,COc1ccc(OC)c(CC(=O)Nc2cc(-n3cccn3)ncn2)c1,0.7369783657324853,2.289049313099719,1.8606999999999998,91.16,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5e00>,CCOCCNC(=O)C(C)N1CCOC2(CCCCC2)C1,0.7562414174108373,3.448834377655502,1.5626999999999995,50.8,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5e70>,CC(c1nnnn1-c1ccc(F)cc1)N1CCc2ccccc21,0.7461405743105759,2.770335151585499,2.9251000000000014,46.84,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5ee0>,CC(C)c1cccc(Nc2ccc(N)cn2)c1Cl,0.8712644230180155,2.2838409644534536,4.184200000000002,50.94,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5f50>,CCCOC(=O)C(C)n1nc(-c2cccs2)n(-c2ccccc2)c1=O,0.6351610799399632,2.92457749236144,3.2767000000000017,66.12,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d5fc0>,Cc1nnc(CSc2nccn2-c2ccc(C)c(F)c2)o1,0.6921680270113598,2.458811312739863,3.3035400000000017,56.74,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d6030>,COc1ccc2oc(=O)c(CNc3ccc(Cl)c(C)c3)cc2c1,0.7218060698840278,2.157464980074426,4.3755200000000025,51.47,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d60a0>,CCCC(=O)N1CCCC(C(=O)Nc2cc(F)cc(F)c2)C1,0.9293159496168798,2.4641600977151956,2.942000000000001,49.410000000000004,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d6110>,Cc1nc(-c2ccc(Nn3cnnc3)cc2)sc1C,0.7954989013564122,2.608337055412628,2.8936400000000013,55.63,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d6180>,Cc1cc(C)n(-c2cccc(NCc3cc(C(N)=O)ccc3F)n2)n1,0.748269613152353,2.346815192220598,2.73424,85.83,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d61f0>,COc1ccccc1NC(=O)CN1CCN(CC(O)c2ccco2)CC1,0.7815187943216808,2.5205867142291734,1.5778999999999996,78.18,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d6260>,Cc1cc(OCC(=O)Nc2ccc(C(=O)N(C)C)c(C)c2)no1,0.9115965412497538,2.221410102644164,2.0107399999999997,84.67,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d62d0>,CN(C)C(=O)CN(C)C(=O)C1CCCN(C(=O)C2CCCC2)C1,0.7741509724844927,2.693401085651434,0.9618,60.93000000000001,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d6340>,Cc1ccc(CNC(=O)COCCc2ccccc2)cc1,0.7935180963985887,1.6260322711257373,2.870520000000001,38.33,0.984,1.0,0.871
<rdkit.Chem.rdchem.Mol object at 0x773f291d63b0>,CCCn1nc(C(=O)Oc2cc(F)cc(NC(C)=O)c2)ccc1=O,0.6672095394748798,2.2914852515424666,1.9699999999999998,90.28999999999999,0.984,1.0,0.871
