molecule,smiles,qed,sas,logp,tpsa,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7471129d6ff0>,COc1ccc(CC(C)(C)Br)c(OC)c1OC,0.780053224237185,2.477820427994402,3.4284000000000026,27.69,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7060>,Cc1cc(-c2cnc(NCCO)nc2-c2cnc(N(C)C)nc2)on1,0.6858145517816574,2.855002915483251,1.3672199999999994,113.09,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d70d0>,COC(=O)c1ccc(C(=O)OC2(C3CCOC3)CC2)cc1,0.7954976526867054,2.8536757656670435,2.1990999999999996,61.83000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7140>,CCNc1nc(-c2ncccn2)nc(C)c1CC(C)C,0.9055557164320132,2.571620465721109,2.872320000000001,63.59,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d71b0>,CCCNC(=O)c1cc(S(=O)(=O)N2CCOCC2)c(C)s1,0.8794632685045964,2.2439019758698358,1.21722,75.71000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7220>,Cc1ccccc1C(C)NC(=O)NCCNC(=O)C1CC1,0.699825427613366,2.3463143306088217,1.88142,70.23,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7290>,Cn1ccnc(NC(=O)Cc2cccc(F)c2F)c1=O,0.9190233109246403,2.251067124062766,1.2396999999999998,63.99,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7300>,Cn1c(=O)[nH]c2cc(-c3noc(-c4ccco4)n3)ccc21,0.6082289857750479,2.4670590050475543,2.1765999999999996,89.85000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7370>,Cc1ccc(NC(=O)COc2ncc(Cl)c(C)n2)cc1,0.9405838727370602,2.0734581030837447,2.7643400000000007,64.11,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d73e0>,Cc1cccc(OCCN2CCN(C(=O)Cn3cnnn3)CC2)c1,0.7532872986122258,2.2122077490449623,0.20472000000000046,76.38,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7450>,CCCn1c(-c2ccc(OC)cc2)ccc(CC#N)c1=O,0.8467382848142296,2.2672261497672412,2.9999800000000016,55.02,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d74c0>,CSc1nnc(NC(=O)c2cccc(Oc3cnccn3)c2)s1,0.561105618244495,2.334094307991057,3.0946000000000007,89.89,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7530>,CCSc1ccccc1C(=O)Nc1ccc(C(=O)N(CC)CC)cc1,0.7414648606199583,1.916413433978839,4.532900000000003,49.410000000000004,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d75a0>,Cc1ccc(C(C)NC(=O)NCC(C)(C)c2ccncc2)o1,0.8899183277855095,2.8943669072990534,3.3210200000000016,67.16,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7610>,Cc1cc(C)c(C(=O)N2CC(C)OC(C)C2)c(=O)[nH]1,0.8298136997225721,3.1369408165752715,1.2411400000000001,62.4,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7680>,CCN(CC)C(=O)CN(C)S(=O)(=O)c1c(C)noc1C,0.7751914680633507,2.407472600125164,0.78034,83.72000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d76f0>,CCNC(=O)c1cc(NC(=O)c2scnc2C2CC2)nc2ccccc12,0.7229236234117625,2.532307452041623,3.570700000000002,83.98,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7760>,CCOc1cc(C)ccc1NC(=O)C1CC(=O)N(C2CCCC2)C1,0.9022132961132254,2.537715286674082,3.1233200000000014,58.64,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d77d0>,CC(=O)C(C)CSc1nnc(Cn2nc(C)cc2C)o1,0.7607261250588683,3.1831889362408665,2.2484400000000004,73.81,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7840>,CS(=O)c1ccc(C(=O)Nc2ccccc2O)cc1,0.8451540182175967,2.3903102147341517,2.3819,66.4,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d78b0>,CCOc1ccccc1N1CCN(Cc2cnc3cnccn23)CC1,0.7155646910408228,2.3665431280685336,2.4502000000000006,45.900000000000006,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7920>,CCc1cc(N)cc2c(CC(=O)N(CC)CCO)noc12,0.7838103861274397,2.7895216045170503,1.3557,92.59,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7990>,COc1ccc(NC(=O)COc2ccccc2NC(C)=O)c(OC)c1,0.8064323844131552,1.7512703570557644,2.6797000000000004,85.89,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7a00>,COc1ccc(CNC(=O)CNc2cccc(C)c2)cc1OC,0.8248392558473978,1.7351828498969102,2.740520000000001,59.59,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7a70>,Cc1[nH]c(=O)[nH]c(=O)c1CC(=O)NC1CCOC1c1ccc(F)cc1,0.7571749566039331,3.3256648416126584,0.6996200000000001,104.05,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7b50>,CCOC(C)C(=O)N1CCCC(c2nc(C)no2)C1,0.8267560542336307,3.160003191714006,1.50902,68.46000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7ae0>,CC(C)OC1CCCC1OC(=O)C(C)OCC(F)(F)F,0.7073543964915405,3.7174394989137536,2.8431000000000015,44.760000000000005,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7bc0>,CC(=O)Nc1cc(NC(=O)NC(C)CN2CCOCC2)ccc1C,0.766651936362503,2.499365725655645,1.7956199999999998,82.7,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7c30>,CCCNS(=O)(=O)c1ccc(NCc2nc(C(C)C)no2)cc1,0.7673484972924387,2.259974147973834,2.493400000000001,97.12,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7ca0>,Cc1c(C(=O)NCC2CCCO2)sc2ncn(C)c(=O)c12,0.9248999093063318,2.845595713515806,1.21222,73.22,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7d10>,Cc1cc(C)n2c(CN3CCOCC3C3CC3)cnc2n1,0.8648167164305949,3.414523614428452,1.9569400000000001,42.660000000000004,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7d80>,COc1cccc(CC(C)NC(=O)NCc2ncn(C)n2)c1,0.8414463795418063,2.865905336294702,1.2540999999999998,81.07000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7df0>,Cc1ccc2c(c1)OCC(=O)N2CC(=O)Nc1ccccc1F,0.9467576079953841,1.9837553942756099,2.4982200000000008,58.64,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7e60>,CCc1onc(C)c1NC(=O)C(C)N(CCO)CC(C)C,0.7650131354682038,3.258296966076803,1.8227199999999997,78.60000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7ed0>,COc1cc(C(=O)N2CCOC(c3cccnc3)C2)cc(OC)c1C,0.8547045379370667,2.7247092366734655,2.620920000000001,60.89,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d7f40>,CNC(=O)c1cccc(NC(=O)c2cnc3ccccc3n2)c1C,0.7765750664032237,1.9515986410940904,2.5501200000000006,83.98,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8040>,CC(=O)NC(C(=O)NCC(C)C)C1CCCCC1,0.7862850612660924,2.5879772096271303,1.843599999999999,58.2,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d80b0>,CCNC(=O)COc1ccc(NC(=O)Cc2ccc[nH]2)cc1,0.7277680608823106,2.1099717088351078,1.7107999999999997,83.22,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8120>,CCOc1ccc2c(c1)CN(C(=O)CCOCC(F)(F)F)CC2,0.7525149327825644,2.293034003743065,2.939000000000002,38.769999999999996,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8190>,Cc1noc(-c2ccc(=O)n(Cc3ccc(CO)cc3)c2)n1,0.793102137049988,2.2318442363076354,1.74732,81.15,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8200>,CC1CCCCN1S(=O)(=O)N1CCN(c2ccccn2)CC1,0.8414209598404617,2.6645253292050164,1.3227999999999998,56.75000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8270>,Cc1noc(C)c1S(=O)(=O)N1CCCc2ccc(N)cc21,0.8572592199390193,2.4449863260024607,2.0151399999999997,89.43,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d82e0>,CN(Cc1cccc2cccnc12)C(=O)c1ccc[nH]c1=O,0.8047294694678605,2.2235233571867568,2.1953,66.06,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8350>,CNC(=O)Cn1cnc2scc(-c3ccccc3)c2c1=O,0.8027746507113193,2.1186990050475547,1.8709999999999996,63.99,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d83c0>,COc1cccc(-c2cn3c4c(sc3n2)CNCC4)c1,0.7865741631522865,2.6304378292897432,2.717100000000001,38.56,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8430>,CCC1COCCN1Cc1cnc(NOC)s1,0.8139659796964633,3.4040701237175277,1.7271999999999998,46.620000000000005,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d84a0>,Cc1nn(C)c(C)c1C(=O)Nc1cc(F)ccc1F,0.9067328490059091,1.9817783552892223,2.5674400000000004,46.92,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8510>,Cc1ccc(NC(=O)Cc2cn3ccsc3n2)nc1,0.795426006143289,2.4176729994685733,2.2804199999999994,59.290000000000006,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8580>,CC(C)c1nc(C(=O)OCCCn2nc3ccccn3c2=O)cs1,0.5054921147833984,2.562513346976443,2.3230000000000004,78.49000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d85f0>,CSc1ccc(C(=O)Nc2ccc(C)c(S(C)(=O)=O)c2)cc1,0.8702356509580313,1.887623357186758,3.372720000000002,63.24,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8660>,COCCNC(=O)Nc1cc(C(F)(F)F)ccc1OC(F)F,0.6231632426320115,2.162694413249339,3.074700000000001,59.59,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d86d0>,Cc1cccc(C(N)C(=O)NCCCN2CCOCC2)c1C,0.7735830624366242,2.6471115397686447,1.1417400000000002,67.59,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8740>,CCN1CC2(CCN(C(=O)c3ccc(C#N)c(C)n3)CC2)OC1=O,0.8246345865882277,3.2307113054489864,1.7086,86.53,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d87b0>,COc1cccc(C(=O)Nc2c(-c3ccccn3)nc3ccccn23)c1,0.6133805350773426,2.1512331331883576,3.6572000000000013,68.52,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8820>,COc1c(C)cc(SCC(=O)Nc2onc3c2CCC3)cc1C,0.8488212915693231,2.6209852167608148,3.519540000000002,64.36,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8890>,COc1cc2nc(Cc3ccc(F)c(F)c3F)[nH]c(=O)c2cc1OC,0.7350768718054399,2.3791241458756396,2.9484000000000004,64.21,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8900>,CCCN(CC(=O)OCC)C(=O)c1ccc(F)cc1F,0.7538856518771009,2.0065363082119507,2.3801000000000005,46.61,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8970>,CC(=O)NCCCNC(=O)Nc1ccc(C(=O)N(C)C)c(C)c1,0.6909908419042787,2.0261566464229652,1.3445199999999997,90.54,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d89e0>,Cc1nnc(CNC(=O)CN(C2CCCC2)S(C)(=O)=O)o1,0.8033774299226862,2.5859043631377396,0.19842000000000026,105.39999999999999,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8a50>,CN(C)C(=O)Nc1ccc(NC(=O)NCc2cccs2)cc1,0.8098952451757134,1.9580005284026392,3.1633000000000013,73.47,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8ac0>,CN(CCNC(=O)Cc1c(Cl)cccc1Cl)S(C)(=O)=O,0.8550431067216786,2.174236550108418,1.5435,66.48,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8b30>,COc1ccc(-c2ccc(C(N)=O)o2)cc1Br,0.9467598542957737,2.06566429051486,2.816600000000001,65.46000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8ba0>,CCOc1ccccc1OCC(=O)N1CC(C)OC(C)C1,0.8339293111732262,2.6619061660805166,2.0999,48.0,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8c10>,CCn1c(C)nnc1SCC(=O)Nc1cccc2ccccc12,0.7291965242951155,1.9595006121346739,3.490420000000002,59.81,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8c80>,CCNC(=O)CN(C)S(=O)(=O)c1ccc(CC)s1,0.8518964677236303,2.2874856182996073,1.0671000000000002,66.48,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8cf0>,CC(C)CCNC(=O)c1cnc2sc3c(n2c1=O)CCCC3,0.9410572903480653,2.5950776996185194,2.4107000000000003,63.470000000000006,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8d60>,CCCS(=O)(=O)N1CCC2(CCN(c3cncnc3OC)C2)C1,0.7996626565394312,3.8365220094871075,1.1271999999999998,75.63000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8dd0>,COc1ccc(CNc2cnn(-c3ccccc3)c2)cc1OC,0.7568713757083192,1.9016499911139029,3.5016000000000016,48.31,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8e40>,Cc1csc(C2CCCN(Cc3cc(C#N)cs3)C2)n1,0.8663918496411348,3.0960536143214066,3.764300000000003,39.92,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8eb0>,Cc1ccc(-n2nnc(C(=O)NCc3cccs3)c2C)cc1C,0.8008390094733935,2.1907809564057867,3.1840600000000023,59.81,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8f20>,CC(C)(C(=O)NCCc1ccc(F)cc1F)n1cncn1,0.9118981355000341,2.5450605965594892,1.6502999999999997,59.81,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d8f90>,Cc1ccncc1NC(=O)N1CCc2cc(F)ccc2C1,0.8746538641171513,2.146146697355247,3.119320000000002,45.230000000000004,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9000>,Cc1ccc(C(=O)N2CCN(C)C3(CCNC3=O)C2)cc1C,0.840106338828956,3.4302591333256007,0.9497400000000003,52.650000000000006,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9070>,CCN(CC)C(=O)NCCNS(=O)(=O)c1cccnc1,0.7135789729373451,2.215933138048781,0.4113000000000005,91.4,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d90e0>,Cc1ccc(C(=O)OCc2cc(=O)n3c(C)csc3n2)cc1F,0.692089651781624,2.344643378743065,2.868940000000001,60.67,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9150>,Cn1c(C(=O)Nc2cccc(Cl)c2Cl)cc(=O)n(C)c1=O,0.9108539181695441,2.2042021369156863,1.6430999999999996,73.1,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d91c0>,Cn1cc(S(=O)(=O)NCC2CCOC2c2ccccc2)cn1,0.9050593645388167,3.2107022373480465,1.4762,73.22,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9230>,CCS(=O)(=O)N1CCC(C(=O)Nc2ncccc2C)CC1,0.9110758931068664,2.1453842039865467,1.3902199999999993,79.37,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d92a0>,CC(=O)N1CCCN(C(=O)c2cc3c([nH]c2=O)CCC3)CC1,0.8235554455775521,2.343484151231422,0.5579999999999998,73.48,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9310>,Cc1cc(NC(=O)C2Cc3cc(F)ccc3O2)n(C)n1,0.909056645009593,2.7740581520250807,1.80982,56.15,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9380>,CCC(NC(=O)c1ccco1)c1ccc(Cl)cc1,0.9112853917956814,2.2791320715719063,3.8141000000000025,42.24,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d93f0>,Cc1nc(CN2CCN(C(=O)CCC3Cc4ccccc4N3)CC2)no1,0.8821227668518962,2.981661305322291,1.8392199999999994,74.5,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9460>,COc1ccc(SC(C)C(=O)Nc2nccs2)cc1OC,0.8263803262238747,2.5156230929160657,3.279600000000001,60.45,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d94d0>,CN(CC(=O)N1CCCC1)C(C(N)=O)c1ccc(F)cc1,0.87711429198361,2.5367228186724837,0.9063,66.64000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9540>,COc1ccc(C(O)C(C)NC(=O)c2ccn(-c3ccccc3)n2)cc1,0.7158982416491039,2.792481788098369,2.732800000000001,76.38,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d95b0>,C=CCNC(=O)NCc1cccc(N2CCCC2=O)c1,0.8035720871576996,2.1436696415452836,1.7986000000000002,61.440000000000005,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9620>,CCc1cccc(NC(=O)CNS(=O)(=O)CC)c1,0.8132720299645871,1.9415576551912874,1.1267999999999996,75.27000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9690>,COCC(C)(O)CNC(=O)Nc1cccc(Cl)c1-n1cccn1,0.7517579463611375,3.0154099112008845,2.0445999999999995,88.41000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9700>,COc1ccc(NC2CCOc3ccccc32)cn1,0.9163305210833164,2.5799478935647535,3.025900000000001,43.379999999999995,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9770>,Cc1ccc(NC(=O)CS(=O)(=O)c2nc(C)cs2)cc1,0.938738928380242,2.2320097814054236,2.17234,76.13,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d97e0>,Cc1csc(CNC(=O)c2cc3c(OC(F)F)cccc3[nH]2)n1,0.7490947664250104,2.456575985991586,3.464220000000002,67.00999999999999,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9850>,CCOC(=O)CCNC(=O)Nc1ccc(C)c(-n2cnnn2)c1,0.7700123737774061,2.223545216760815,1.0454199999999996,111.02999999999999,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d98c0>,CCc1ccc(S(=O)(=O)N2CCN(C(=O)CO)CC2)cc1,0.8535702060368976,1.906986856506439,0.07419999999999982,77.92,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9930>,Cc1[nH]n(-c2ccc(Cl)cc2)c(=O)c1CCC#N,0.9230639551187114,2.447494195222685,2.5836000000000006,61.58,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d99a0>,CNC(=O)C1CCC(NC(=O)NC(C)c2cccc(C)c2C)CC1,0.793660764121564,2.6580743364478376,2.96844,70.23,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9a10>,CCOC(=O)C=C(C)NC(=O)CSc1nc2ccccc2[nH]1,0.4844818167812749,2.41957769961852,2.2381,84.07999999999998,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9a80>,CN(C)c1ccc(-c2noc(-c3ccnnc3)n2)cc1N,0.7322795601285849,2.5809136204321685,1.8417999999999997,93.96,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9af0>,CCn1ncc(-c2ccccc2OC)c(CC#N)c1=O,0.8510178963961503,2.4717402459408877,2.00488,67.91,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9b60>,CC(=O)Nc1cc(NCC(=O)Nc2ccc(F)c(F)c2)ccc1F,0.7850700557713468,1.9262593774165921,3.1129000000000016,70.23,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9bd0>,CSc1ccc(C(=O)Nc2ccc(NCc3nccn3C)cc2)o1,0.6697968277769487,2.4207699277358383,3.599400000000002,72.09,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9c40>,COC(=O)Cc1noc(CCc2ccc(C(=O)OC)cc2)n1,0.743843427170171,2.1262312976334066,1.3569,91.52,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9cb0>,COCC(C)(NC(=O)c1ccc(F)cc1Br)C(=O)OC,0.8258771845477386,2.853630477341275,1.8961000000000001,64.63,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9d20>,CCC(=O)N1CCN(c2ncnc3c2CCC3)CC1,0.7964966459916536,2.302135656811231,1.0238999999999996,49.330000000000005,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9d90>,Cc1ccc(NC(=O)NC2CCSc3ccc(F)cc32)c(O)c1,0.7224495270568684,2.774680713715677,4.198320000000003,61.36,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9e70>,CCn1c(-c2cccs2)nnc1S(=O)(=O)Cc1c(C)noc1C,0.7008343220152214,2.733917176819986,2.605240000000001,90.88,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9e00>,CN(C)S(=O)(=O)N(Cc1ccc2c(c1)OCO2)C1CCCCC1,0.8255153723424152,2.4064273469383313,2.3564,59.08000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9ee0>,Cc1ccccc1Cc1nc(-c2nonc2N)no1,0.759312318272128,2.4547882442238187,1.6010199999999997,103.86,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9f50>,CCc1cc(N(CCO)C(C)C)nc(-c2ccncc2)n1,0.8826135211369824,2.580339317954987,2.3081000000000005,62.14,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129d9fc0>,COc1ccc(Cl)cc1NC(=O)CNC(C)c1ccccn1,0.8587668511699205,2.3762517382798123,3.0329000000000015,63.25,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da030>,CCC(C)N1CCN(C(=O)NC2CCOc3ccccc32)CC1,0.9319522192882502,2.938320950837422,2.6359000000000012,44.81,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da0a0>,COCCCn1ccc(Nc2ncnc3sccc23)n1,0.7067325860827505,2.5417168384162085,2.6679000000000004,64.86,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da110>,CC(C)c1ccc(OCC(=O)Nc2ccn(CC(=O)N(C)C)n2)cc1,0.8345299472468158,2.169393042196708,2.1121999999999996,76.46000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da180>,CC(=O)NCC(=O)Nc1nc2c(OC(C)C)cccc2s1,0.886777388181362,2.1664112596894647,2.1580999999999992,80.32000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da1f0>,CCn1c(-c2ccccc2Cl)ccc(C(C)=O)c1=O,0.805616127065129,2.164540955358836,3.391200000000002,39.07,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da260>,CC1CSc2nnc(-c3ccccc3Br)n2N1,0.8792648403629639,3.4210811127285172,2.7453000000000003,42.74,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da2d0>,CCCC(CCC)C(=O)Nc1cc(S(=O)(=O)CC)ccc1O,0.7173068724710615,2.2872699021672,3.3407000000000022,83.47,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da340>,CN(C(=O)CCc1ccco1)C1CCN(c2ccc(F)cc2)CC1,0.8420754996796213,2.1688341417826624,3.4787000000000026,36.690000000000005,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da3b0>,Cc1ccc(-c2ncco2)cc1NC(=O)NC(C)C(C)CO,0.7923088862080073,3.211583808236175,2.7884200000000017,87.39,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da420>,Cc1cccc(COc2ccc3c(C)cc(=O)oc3c2)n1,0.6905082809909742,2.077386697355246,3.383840000000002,52.33,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da490>,CC1CC(C)CN(C(=O)c2ccc(N3CCCCC3=O)cc2)C1,0.8399649549202849,2.7442837587986926,3.321600000000002,40.620000000000005,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da500>,CC(C)(C)NC(=O)CNC(=O)N1CC(=O)Nc2ccccc21,0.7630813920952613,2.3280902802636803,1.0694,90.54,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da570>,CCN(Cc1ccncc1)C(=O)c1cccc(OC)c1F,0.8492922405760305,2.0549247156081805,2.8916000000000013,42.43000000000001,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da5e0>,COc1ccc(-c2cn3cc(Cl)ccc3n2)cc1OC,0.737526764117485,2.042881787294272,3.6719000000000026,35.760000000000005,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da650>,CC(C)NC(=O)N(C)Cc1nc2cc(Cl)ccc2n1C(C)C,0.9298939944911678,2.3663173597943175,3.820400000000003,50.160000000000004,0.992,1.0,0.785
<rdkit.Chem.rdchem.Mol object at 0x7471129da6c0>,COc1ccc(C(=O)N(C)CC(=O)Nc2cccc(Cl)c2C)cc1,0.9026087660271178,1.7717698669270803,3.367720000000002,58.64,0.992,1.0,0.785
